name,optimized,threshold,accuracy,tss,iou,dice
CHASM1111,True,0.932750940322876,0.9802112579345703,0.6806507821930777,0.5668431598275442,0.700292367114959
CHASM1407,True,0.9307510852813721,0.9793252746264139,0.6255731453723093,0.5315856386280494,0.6632761488150937
CHASM967,True,0.8975807584110793,0.978116532166799,0.6875024382661802,0.5495239261827454,0.6861180223971552
